"ANON_ID","SECTION","OVERALL_COURSE_GRADE","SHORT_PAPER_SCORE","FINAL_EXAM_SCORE","MIDTERM_EXAM_SCORE","POST_LECTURE_QUIZ_SCORE","PRE_LECTURE_ASSIGNMENT_SCORE","STUDY_HABITS_CHALLENGE_SCORE","READING_QUIZ_SCORE","NUM_ASSIGNMENTS","NUM_MISSING","NUM_LATE","NUM_NOT_ON_TIME","NUM_ON_TIME","PCT_MISSING","PCT_LATE","PCT_NOT_ON_TIME","PCT_ON_TIME","MEAN_HOUR_DIFF"
"S395707B6","F21-001",90.41,90,81.25,83.1675,94.4,98.36,70,96,83,1,3,4,79,0.0120481927710843,0.036144578313253,0.0481927710843374,0.951807228915663,-33.6870765582656
"S3C541036","F21-001",81.37,84,70,75.6675,76.8666666666667,88.44,64,71,83,6,21,27,56,0.072289156626506,0.253012048192771,0.325301204819277,0.674698795180723,-5.1418759018759
"S3D262C0F","F21-001",97.83,94,96.25,93,99.4,99.6,75,98.6666666666667,83,0,1,1,82,0,0.0120481927710843,0.0120481927710843,0.987951807228916,-13.4714491298527
"S3E364983","F21-001",69,81,62.5,48.6675,65,71.28,65,90,83,13,15,28,55,0.156626506024096,0.180722891566265,0.337349397590361,0.662650602409639,-4.99359126984127
"S40CDF680","F21-001",94.44,86,93.75,87.3325,96.4,99.76,75,98,83,0,0,0,83,0,0,0,1,-26.6722724230254
"S41864A5D","F21-001",86.17,79,92.5,71.25,84.4,99.16,74.5,92,83,0,4,4,79,0,0.0481927710843374,0.0481927710843374,0.951807228915663,-27.6957262382865
"S46FFC21D","F21-001",84.25,86,64.585,77.7325,86.2,89.08,74,88,83,2,15,17,66,0.0240963855421687,0.180722891566265,0.204819277108434,0.795180722891566,-0.388645404663923
"S4C14DE1B","F21-001",73.29,78,58.75,56.75,83.6,77.64,71.5,90.3333333333333,83,7,27,34,49,0.0843373493975904,0.325301204819277,0.409638554216867,0.590361445783133,4.77351242690059
"S5095E64D","F21-001",83.06,86,67.5,70.3175,96.2,99.76,75,95.3333333333333,83,0,0,0,83,0,0,0,1,-27.6227242302544
"S5327ABB4","F21-001",84.34,86,76.25,70.9175,88.8,98.44,60,94.3333333333333,83,5,5,10,73,0.0602409638554217,0.0602409638554217,0.120481927710843,0.879518072289157,-13.8957158119658
"S567E4FA8","F21-001",97.66,90,97.5,95.5,98.8666666666667,99.6,75,95.6666666666667,83,0,4,4,79,0,0.0481927710843374,0.0481927710843374,0.951807228915663,-17.1354819277108
"S57E195AE","F21-001",96.63,91,92.5,91.75,100,100,75,99.3333333333333,83,0,0,0,83,0,0,0,1,-22.6440896921017
"S58464C76","F21-001",86.46,87,71.25,77.75,91.8,97.84,74,98.6666666666667,83,0,9,9,74,0,0.108433734939759,0.108433734939759,0.891566265060241,-11.1952041499331
"S586214B8","F21-001",77.06,88,53.75,63.75,89.2,98.44,75,93.3333333333333,83,0,0,0,83,0,0,0,1,-36.3274631860776
"S5875ADBA","F21-001",69.72,85,51.25,48.3325,75.4,88.72,64.5,82.6666666666667,83,6,10,16,67,0.072289156626506,0.120481927710843,0.192771084337349,0.807228915662651,-7.55554112554113
"S5AE4CB1C","F21-001",59.56,70,56.875,55.7175,31.2,46.2,49.5,65.6666666666667,83,34,19,53,30,0.409638554216867,0.228915662650602,0.63855421686747,0.36144578313253,15.8147619047619
"S5B7C266C","F21-001",85.86,90,80,69.6675,98.6,99.36,70,96.6666666666667,83,1,2,3,80,0.0120481927710843,0.0240963855421687,0.036144578313253,0.963855421686747,-18.992879403794
"S5CEE6856","F21-001",57.56,44.5,31.25,65.9175,37.6,45.88,40,84,83,35,3,38,45,0.421686746987952,0.036144578313253,0.457831325301205,0.542168674698795,-20.0998321759259
"S5CF84D8A","F21-001",87.87,84,87.5,82.0675,74.2,92.6,62.5,81.6666666666667,83,7,16,23,60,0.0843373493975904,0.192771084337349,0.27710843373494,0.72289156626506,-3.4346418128655
"S625C64EF","F21-001",82.02,82,75,74.8175,76.0666666666667,80.56,62.5,78.3333333333333,83,7,24,31,52,0.0843373493975904,0.289156626506024,0.373493975903614,0.626506024096386,5.93256213450292
"S648B0C1E","F21-001",91.75,90,82.5,87.25,90.2,83.64,63,98,83,7,11,18,65,0.0843373493975904,0.132530120481928,0.216867469879518,0.783132530120482,-1.68951023391813
"S648B0C32","F21-001",35.84,0,0,43,41.7333333333333,62.92,25.5,41.3333333333333,83,35,29,64,19,0.421686746987952,0.349397590361446,0.771084337349398,0.228915662650602,17.9646006944444
"S65235974","F21-001",89.11,88,83.75,81.25,89.4666666666667,99.24,69,87.3333333333333,83,1,9,10,73,0.0120481927710843,0.108433734939759,0.120481927710843,0.879518072289157,-16.7248882113821
"S66DA13EB","F21-001",82.7,88,71.25,68.3175,90.2,99.28,73,96.6666666666667,83,0,3,3,80,0,0.036144578313253,0.036144578313253,0.963855421686747,-27.8217536813922
"S69FEE9A0","F21-001",85.61,85,86.25,75.75,83.6,98.96,55,72.6666666666667,83,6,5,11,72,0.072289156626506,0.0602409638554217,0.132530120481928,0.867469879518072,-24.5903246753247
"S6E237EBC","F21-001",83.86,84,70,73.3325,95.4,98.04,69.5,97.3333333333333,83,1,11,12,71,0.0120481927710843,0.132530120481928,0.144578313253012,0.855421686746988,-8.80655487804878
"S70B12D6A","F21-001",71.45,76,52.5,53.7825,85.2,96.88,73.5,84,83,0,17,17,66,0,0.204819277108434,0.204819277108434,0.795180722891566,-7.27146586345382
"S72516FDD","F21-001",80.64,73,70,75.0825,77.0666666666667,94.16,67,72.3333333333333,83,6,23,29,54,0.072289156626506,0.27710843373494,0.349397590361446,0.650602409638554,3.33077200577201
"S79337FF3","F21-001",86.7,83,83.75,75.55,88,86.28,69.5,92.6666666666667,83,5,17,22,61,0.0602409638554217,0.204819277108434,0.265060240963855,0.734939759036145,-6.64915954415954
"S7A7C4ECF","F21-001",92.81,84,93.75,83.9175,95.8666666666667,99.04,75,96.6666666666667,83,0,0,0,83,0,0,0,1,-24.0305120481928
"S7C14BA05","F21-001",92.54,81,92.5,86,95.0666666666667,99,75,93.3333333333333,83,0,1,1,82,0,0.0120481927710843,0.0120481927710843,0.987951807228916,-26.2968641231593
"S7CAFDCB9","F21-001",87.62,83,87.5,78.415,74.6,90.6,74,94,83,5,10,15,68,0.0602409638554217,0.120481927710843,0.180722891566265,0.819277108433735,-21.1444658119658
"S7D364130","F21-001",79.47,78.5,58.75,71.1675,87.8,99.32,68,78.6666666666667,83,2,15,17,66,0.0240963855421687,0.180722891566265,0.204819277108434,0.795180722891566,-4.41191015089163
"S7D7454DF","F21-001",87.92,88,85,73.3325,96.6,99.88,74,97.6666666666667,83,0,5,5,78,0,0.0602409638554217,0.0602409638554217,0.939759036144578,-19.2470414993307
"S7D745661","F21-001",67.79,45,90,74.165,44.2,54.4,32,38,83,39,11,50,33,0.469879518072289,0.132530120481928,0.602409638554217,0.397590361445783,-10.9096654040404
"S7FB2FD64","F21-001",78.97,90,63.75,62.1675,91.6,97.64,75,94.6666666666667,83,0,1,1,82,0,0.0120481927710843,0.0120481927710843,0.987951807228916,-36.5254752342704
"S836713DB","F21-001",94.39,87,90,89.3325,97.4,99.36,75,96,83,0,0,0,83,0,0,0,1,-39.158483935743
"S83F24F35","F21-001",77.62,40,76.25,81.5,56.8,74.28,58,71.6666666666667,83,20,13,33,50,0.240963855421687,0.156626506024096,0.397590361445783,0.602409638554217,-13.4229232804233
"S83FD370C","F21-001",86.35,90,77.5,74.165,90.7333333333333,99.12,75,92.3333333333333,83,1,1,2,81,0.0120481927710843,0.0120481927710843,0.0240963855421687,0.975903614457831,-27.7137838753388
"S840F1277","F21-001",94.22,88,91.25,88.5675,94,99.76,74,97.3333333333333,83,0,6,6,77,0,0.072289156626506,0.072289156626506,0.927710843373494,-18.3817737617135
"S840F1369","F21-001",87.49,87,76.25,78.9,95.4666666666667,100,75,88.6666666666667,83,0,4,4,79,0,0.0481927710843374,0.0481927710843374,0.951807228915663,-8.9641265060241
"S8631F3FC","F21-001",48.05,37,60.625,62.15,22.6,43.2,9.5,13.3333333333333,83,53,5,58,25,0.63855421686747,0.0602409638554217,0.698795180722892,0.301204819277108,1.24946296296296
"S87128945","F21-001",95.57,85,93.75,93.3325,98.4,99.68,64,98,83,2,5,7,76,0.0240963855421687,0.0602409638554217,0.0843373493975904,0.91566265060241,-8.91145747599451
"S8716001D","F21-001",95.63,92,87.5,92.1675,98.4,100,75,99.3333333333333,83,0,0,0,83,0,0,0,1,-16.4153848728246
"S883808DE","F21-001",67.32,84,51.25,51.9,73.4,83.32,24.5,92,83,17,12,29,54,0.204819277108434,0.144578313253012,0.349397590361446,0.650602409638554,-5.65552188552189
"S88E1062E","F21-001",79.12,90,71.25,59.4825,89.2,98.28,74,84.6666666666667,83,0,15,15,68,0,0.180722891566265,0.180722891566265,0.819277108433735,-3.17226572958501
"S88E10657","F21-001",82.05,85,75,66.415,84.6,97.96,75,95.6666666666667,83,0,1,1,82,0,0.0120481927710843,0.0120481927710843,0.987951807228916,-41.5757195448461
"S898B41D5","F21-001",85,84,68.75,74.8325,94.8,98,75,97.3333333333333,83,0,2,2,81,0,0.0240963855421687,0.0240963855421687,0.975903614457831,-18.0086579651941
"S8A6F78E4","F21-001",86.82,86,77.5,76,95.2,99.6,75,95.6666666666667,83,0,1,1,82,0,0.0120481927710843,0.0120481927710843,0.987951807228916,-13.9920682730924
"S8D9E65EC","F21-001",94.81,87,88.75,91,95.6,98.84,75,98,83,0,3,3,80,0,0.036144578313253,0.036144578313253,0.963855421686747,-27.4993708165997
"S8F3DA45E","F21-001",88.57,84,78.125,81.5825,91.6,98.6,69,95,83,1,8,9,74,0.0120481927710843,0.0963855421686747,0.108433734939759,0.891566265060241,-19.3889227642276
"S9053C69E","F21-001",80.23,81.5,57.5,75.5,79.2,81.92,59.5,81,83,11,9,20,63,0.132530120481928,0.108433734939759,0.240963855421687,0.759036144578313,-5.77551311728395
"S908312EF","F21-001",82.79,83,75,67.2975,86.8,97.8,75,93.3333333333333,83,1,6,7,76,0.0120481927710843,0.072289156626506,0.0843373493975904,0.91566265060241,-13.1764193766938
"S953F2A55","F21-001",89.65,82,82.5,82.5,92.8,99.52,75,92.3333333333333,83,0,6,6,77,0,0.072289156626506,0.072289156626506,0.927710843373494,-15.9139926372155
"S9772F936","F21-001",86.96,85,73.75,83.915,81.4,85,69.5,73,83,8,13,21,62,0.0963855421686747,0.156626506024096,0.253012048192771,0.746987951807229,-5.47283703703704
"S99151B37","F21-001",88.85,88,82.5,77.5,94.5333333333333,99.2,75,94.6666666666667,83,0,0,0,83,0,0,0,1,-40.8010742971888
"S9EB99F00","F21-001",92.78,90,88.75,84.5,96,98.76,75,98.6666666666667,83,0,2,2,81,0,0.0240963855421687,0.0240963855421687,0.975903614457831,-27.733155957162
"S9EB9A01C","F21-001",77.51,81,56.25,60.5825,96,95.28,75,96.3333333333333,83,1,1,2,81,0.0120481927710843,0.0120481927710843,0.0240963855421687,0.975903614457831,-27.2919004065041
"SA0265E1E","F21-001",93.71,86,86.25,89.5,92.4,99.48,75,94,83,1,1,2,81,0.0120481927710843,0.0120481927710843,0.0240963855421687,0.975903614457831,-19.970162601626
"SA388A460","F21-001",80.99,86,65,64.8325,96.4,99.16,75,96.6666666666667,83,0,2,2,81,0,0.0240963855421687,0.0240963855421687,0.975903614457831,-17.3837751004016
"SA3C1179F","F21-001",80.96,82,73.75,70,83.8,94.96,60,87.6666666666667,83,4,5,9,74,0.0481927710843374,0.0602409638554217,0.108433734939759,0.891566265060241,-14.266005625879
"SA50A6653","F21-001",87.72,91,76.25,79.5,84.8,98.72,75,94.6666666666667,83,2,4,6,77,0.0240963855421687,0.0481927710843374,0.072289156626506,0.927710843373494,-16.3678017832647
"SA831B2CA","F21-001",95.77,91,90,91.3325,96,99.64,74.5,98.6666666666667,83,0,4,4,79,0,0.0481927710843374,0.0481927710843374,0.951807228915663,-20.4096619812584
"SA831B2F5","F21-001",87.76,81.5,80,80.2325,91.4,99.88,75,95,83,0,2,2,81,0,0.0240963855421687,0.0240963855421687,0.975903614457831,-6.30466532797858
"SAA826BA7","F21-001",81.64,81.5,74.375,66.5,91,95.48,73.5,88,83,1,2,3,80,0.0120481927710843,0.0240963855421687,0.036144578313253,0.963855421686747,-6.59598577235772
"SAC2BAEBE","F21-001",78.38,84,66.25,61.75,91,97.48,75,87.6666666666667,83,0,7,7,76,0,0.0843373493975904,0.0843373493975904,0.91566265060241,-5.97853078982597
"SAC2BAEC9","F21-001",84.17,83,71.25,79.665,81.4,96.96,73,85,83,1,16,17,66,0.0120481927710843,0.192771084337349,0.204819277108434,0.795180722891566,-7.13708672086721
"SAC74589D","F21-001",94.21,90,85,89.3325,99.6,98.8,74.5,99.3333333333333,83,0,5,5,78,0,0.0602409638554217,0.0602409638554217,0.939759036144578,-27.5802275769746
"SAEF0EB9D","F21-001",86.88,88,80,79.8325,89.9333333333333,98.56,73.5,82.6666666666667,83,0,4,4,79,0,0.0481927710843374,0.0481927710843374,0.951807228915663,-18.9205923694779
"SAFBB726A","F21-001",88.43,84,75.625,83,92.6,95.36,75,86.6666666666667,83,1,3,4,79,0.0120481927710843,0.036144578313253,0.0481927710843374,0.951807228915663,-19.3138651761518
"SB4973942","F21-001",90.62,85,92.5,87.965,80.8666666666667,98.8,74.5,70.6666666666667,83,0,5,5,78,0,0.0602409638554217,0.0602409638554217,0.939759036144578,-12.6316967871486
"SB5E36F6F","F21-001",72.46,84,63.75,76.4825,54.2666666666667,76,40,34.6666666666667,83,24,2,26,57,0.289156626506024,0.0240963855421687,0.313253012048193,0.686746987951807,-9.6355790960452
"SB77473E4","F21-001",85.23,77,85,72.6825,94.6,96.56,74,92.6666666666667,83,0,12,12,71,0,0.144578313253012,0.144578313253012,0.855421686746988,-11.5187449799197
"SB8F568E3","F21-001",67.75,84,53.75,72.0975,52.4,47.76,29,70.3333333333333,83,33,10,43,40,0.397590361445783,0.120481927710843,0.518072289156627,0.481927710843373,-2.59663333333333
"SBCEE5E5C","F21-001",93.06,87,86.25,88.5,90.4,98.8,74.5,95,83,1,6,7,76,0.0120481927710843,0.072289156626506,0.0843373493975904,0.91566265060241,-15.4295189701897
"SBCEE5F01","F21-001",83.41,84,58.75,75.3325,97,99.08,75,97.6666666666667,83,0,1,1,82,0,0.0120481927710843,0.0120481927710843,0.987951807228916,-23.6920214190094
"SBD0B8BB6","F21-001",79.89,81,60,70.735,79.6,94.52,65,82.3333333333333,83,6,4,10,73,0.072289156626506,0.0481927710843374,0.120481927710843,0.879518072289157,-4.7965367965368
"SBD411ED5","F21-001",75.56,84,56.25,56.085,96.6,95.8,75,88,83,2,1,3,80,0.0240963855421687,0.0120481927710843,0.036144578313253,0.963855421686747,-21.3000480109739
"SBE28AED8","F21-001",94.52,89,91.25,88.3325,96.4,95.32,75,96.6666666666667,83,1,4,5,78,0.0120481927710843,0.0481927710843374,0.0602409638554217,0.939759036144578,-14.6123983739837
"SBF5E6D7C","F21-001",91.48,84,83.125,84.7325,96.6,99.2,75,97.3333333333333,83,0,2,2,81,0,0.0240963855421687,0.0240963855421687,0.975903614457831,-11.5591700133869
"SBFCD6E83","F21-001",98.68,90,96.25,96,98.4,99.76,75,98.6666666666667,83,0,0,0,83,0,0,0,1,-37.2802777777778
"SC08B6C28","F21-001",88.3,87.5,86.25,76.75,86,98.64,73,91.3333333333333,83,1,6,7,76,0.0120481927710843,0.072289156626506,0.0843373493975904,0.91566265060241,-15.6412737127371
"SC08B6E08","F21-001",76.97,86,50,66.6675,77.5333333333333,98.96,75,96,83,1,6,7,76,0.0120481927710843,0.072289156626506,0.0843373493975904,0.91566265060241,-12.8213448509485
"SC44AB91C","F21-001",91.13,83,85.625,83.8325,96.3333333333333,98.92,75,92,83,0,1,1,82,0,0.0120481927710843,0.0120481927710843,0.987951807228916,-26.7894109772423
"SC4507BB3","F21-001",81.6,84,76.25,70.5,86.8,85.8,55.5,91.6666666666667,83,5,27,32,51,0.0602409638554217,0.325301204819277,0.385542168674699,0.614457831325301,3.99685897435897
"SC82DEA5B","F21-001",95.34,88,91.25,90.3325,97.6,99.44,75,98.6666666666667,83,0,1,1,82,0,0.0120481927710843,0.0120481927710843,0.987951807228916,-24.178453815261
"SC84F4C86","F21-001",58.86,64,40,45.25,49.4666666666667,87.88,67,61,83,9,19,28,55,0.108433734939759,0.228915662650602,0.337349397590361,0.662650602409639,-5.59801426426426
"SC8EF803A","F21-001",77,87,58.75,57.1675,95.6,98.8,75,88.6666666666667,83,0,2,2,81,0,0.0240963855421687,0.0240963855421687,0.975903614457831,-27.2921184738956
"SC98FB42A","F21-001",73.99,82,52.5,62.5,68.4,88.12,69,86,83,7,11,18,65,0.0843373493975904,0.132530120481928,0.216867469879518,0.783132530120482,-16.0050219298246
"SC991FC13","F21-001",78.15,76,71.25,74.4175,72.4,64,49,74,83,18,24,42,41,0.216867469879518,0.289156626506024,0.506024096385542,0.493975903614458,4.53002136752137
"SCAC5FFD9","F21-001",80.84,78,70.625,73.2,63.8666666666667,90.24,75,93,83,7,5,12,71,0.0843373493975904,0.0602409638554217,0.144578313253012,0.855421686746988,-7.26988669590643
"SCAC600A8","F21-001",84.81,48,83.75,77.465,95.6,99.28,74,96,83,1,6,7,76,0.0120481927710843,0.072289156626506,0.0843373493975904,0.91566265060241,-6.02591124661247
"SCCBA495F","F21-001",93.66,86,83.75,89.665,98.4,99.2,73,98.6666666666667,83,0,3,3,80,0,0.036144578313253,0.036144578313253,0.963855421686747,-24.0115562248996
"SCCC760D8","F21-001",96.43,92,91.25,93.1675,98.4666666666667,98.88,74.5,95,83,0,10,10,73,0,0.120481927710843,0.120481927710843,0.879518072289157,-14.5432730923695
"SCD5314CF","F21-001",53.5,42,43.125,56.15,37,63.6,34,46.6666666666667,83,35,16,51,32,0.421686746987952,0.192771084337349,0.614457831325301,0.385542168674699,7.45079282407407
"SCE45C239","F21-001",89.77,82,81.25,84.5,98.4,96.28,73.5,97.3333333333333,83,0,10,10,73,0,0.120481927710843,0.120481927710843,0.879518072289157,-8.48489959839358
"SCEBA6FB3","F21-001",92.22,83,91.25,85.8,91.4,99.92,69.5,95.6666666666667,83,1,9,10,73,0.0120481927710843,0.108433734939759,0.120481927710843,0.879518072289157,-6.47065718157182
"SCF0522AC","F21-001",71.86,83,55.625,50.835,79.6,99,65,76,83,4,6,10,73,0.0481927710843374,0.072289156626506,0.120481927710843,0.879518072289157,-4.77946554149086
"SD038630C","F21-001",77.72,82,76.25,68.0825,64.4,74.16,75,78,83,9,5,14,69,0.108433734939759,0.0602409638554217,0.168674698795181,0.831325301204819,-4.97813438438438
"SD056E288","F21-001",89.05,83,86.25,78.6675,93,99.08,75,95.3333333333333,83,0,0,0,83,0,0,0,1,-11.220953815261
"SD056E458","F21-001",84.99,85,71.25,78.6675,86.6,90.52,57.5,96,83,6,4,10,73,0.072289156626506,0.0481927710843374,0.120481927710843,0.879518072289157,-27.1479256854257
"SD19A94ED","F21-001",91.5,88,92.5,88.665,77.4,89.08,63,89.6666666666667,83,4,17,21,62,0.0481927710843374,0.204819277108434,0.253012048192771,0.746987951807229,3.91497187060478
"SD7A1D0E3","F21-001",94.12,88,81.875,93.3325,93.2,92.52,74.5,99,83,2,11,13,70,0.0240963855421687,0.132530120481928,0.156626506024096,0.843373493975904,-1.41490740740741
